Title,Stock_Status,Price,Dealer,Rating,Num_review
2024 Mercedes-Benz EQS 450 4MATIC,New,"$128,765",Xchange Motors,4.8,"(1,022 reviews)"
2015 Porsche Cayman S,Used,"$57,995",Cars147.com,1.7,(96 reviews)
2006 Porsche Cayman S,Used,"$18,980",Cars147.com,2.8,(31 reviews)
2013 Lexus LS 460 Base,Used,"$14,400",Ogden Lincoln Of Westmont,3.9,(22 reviews)
2016 Lexus CT 200h Base,Used,"$22,495",Chicago Carmaster,3.9,(22 reviews)
2005 Lexus GX 470 Base,Used,"$7,900",Ultimo Motors North Shore,4.6,"(1,913 reviews)"
2005 Volvo XC70 2.5T,Used,"$2,990",Napleton Aston Martin Maserati,4.6,"(1,913 reviews)"
2019 Chevrolet Equinox LS,Used,"$17,995",Coda Motors,0,(1 review)
2015 Porsche Cayman Base,Used,"$31,899",Haus of Imports,4.1,(27 reviews)
2016 Porsche Cayman S,Used,"$54,999",Top Gear Motors,4.4,(217 reviews)
2016 Porsche Cayman GT4,Used,"$94,985",Top Gear Motors,3.8,(86 reviews)
2015 Subaru XV Crosstrek 2.0i Premium,Used,"$9,995",Napleton River Oaks Hyundai Kia,4.7,"(2,567 reviews)"
2014 Subaru XV Crosstrek 2.0i Limited,Used,"$11,000",Napleton River Oaks Hyundai Kia,3.8,(86 reviews)
2023 McLaren Artura Performance,Used,"$214,937",Dream Motorworks,0,(285 reviews)
2015 Honda Civic Hybrid Base,Used,"$10,999",Oswego Motors,4.8,"(1,290 reviews)"
2023 McLaren Artura TechLux,Used,"$204,890",Star Motor Sales,4.9,"(2,003 reviews)"
2017 Chevrolet Camaro 1LT,Used,"$18,800",Auto House Motors,4.5,"(3,906 reviews)"
2014 smart ForTwo passion,Used,"$7,690",Bill Kay Downers Grove Nissan,4.8,"(1,103 reviews)"
2016 Lexus LS 460 L,Used,"$24,900",Auto House Motors,4.8,(272 reviews)
2010 Lexus LS 460 Base,Used,"$6,945","Napleton Cadillac of Northbrook, Rolls-Royce Motor Cars Northbrook, Bentley Northbrook",4.7,"(2,712 reviews)"
2007 Lexus LS 460 Base,Used,"$11,945",Muller Honda,4.5,"(3,906 reviews)"
2017 Ford Edge SEL,Used,"$12,997",Napleton River Oaks Honda,4.5,"(3,906 reviews)"
2018 Volkswagen Tiguan Limited 2.0T,Used,"$13,140",Rizza Cadillac Buick GMC,4,(83 reviews)
2006 MINI Cooper S Base,Used,"$6,500",Porsche Orland Park,4.6,"(2,218 reviews)"
2007 Toyota FJ Cruiser Base,Used,"$30,995","International Autos Jaguar, Land Rover, Subaru, Volvo Cars",4,(83 reviews)
2014 Lexus LS 460 Base,Used,"$24,984",Lexus Of Orland,4.5,(993 reviews)
2007 Lexus LS 460 Base,Used,"$11,990",Rizza Cadillac Buick GMC,4.5,(16 reviews)
2024 Hyundai Sonata SEL,Used,"$25,687",Rizza Cadillac Buick GMC,4.5,"(1,045 reviews)"
2016 smart ForTwo pure 2dr Hatchback,Used,"$10,490",Auto's of Chicago,4.3,(49 reviews)
2024 Cadillac CT4-V Blackwing,New,"$84,105",Joe Rizza Acura,4.3,(49 reviews)
2020 Cadillac Escalade ESV Luxury,Used,"$49,784",Auto's of Chicago,4.5,(179 reviews)
2024 Kia Sportage SX-Prestige,Used,"$31,800",The Audi Exchange,4.3,(49 reviews)
2023 Cadillac CT5-V V-Series Blackwing,Used,"$96,950",Gravity Autos Chicago,5,(12 reviews)
2006 Porsche Cayman S,Used,"$30,990",Webb Hyundai Highland,0,(8 reviews)
2015 Volvo XC70 T6,Used,"$15,500",Affinity Auto Sales,2.9,(629 reviews)
2024 Nissan Murano SL,Used,"$39,000",Affinity Auto Sales,3.4,(42 reviews)
2016 Chevrolet SS Base,Used,"$49,950",Lux Cars Chicago,4.4,"(1,356 reviews)"
2016 Ford Explorer Limited,Used,"$18,450",Affinity Auto Sales,0,(1 review)
2020 BMW M240 i,Used,"$38,895",Prestige Motors,4.4,"(3,359 reviews)"
2024 Acura ZDX Base,New,"$62,950",Blackdog Performance Cars,5,(85 reviews)
2023 MINI Clubman Cooper S,Used,"$26,995",DriveTime of Highland,4.7,"(5,466 reviews)"
2018 Honda Civic Type R Touring,Used,"$36,287",Exotic Motors,4.7,"(5,466 reviews)"
2011 Nissan Altima Hybrid Base,Used,"$6,050",CarMax Schaumburg,4,(50 reviews)
2019 Mercedes-Benz CLS 450 Base,Used,"$34,989",Zeigler Chrysler Dodge Jeep Ram of Schaumburg,0,(72 reviews)
2024 Hyundai Sonata Hybrid Limited,New,"$38,270",Blackdog Performance Cars,4.9,"(3,506 reviews)"
2004 Lincoln Town Car Base,Used,"$12,500",Auto Select,4.9,"(1,347 reviews)"
2014 Lexus LS 460 Base,Used,"$25,436",Napleton's Arlington Heights Chrysler Dodge Jeep RAM,4.6,"(1,271 reviews)"
2015 Lexus LS 460 Crafted Line,Used,"$29,995",Import Exchange Inc.,2.9,(423 reviews)
2008 Lexus LS 460 L,Used,"$11,690",Audi Hoffman Estates,0,(768 reviews)
2009 GMC Savana 1500,Used,"$17,995",Audi Hoffman Estates,0,(9 reviews)
2018 Mercedes-Benz AMG E 43 4MATIC,Used,"$32,990",Car City Inc,4.5,(951 reviews)
2006 Dodge Viper SRT-10,Used,"$78,998",Gold Coast Motors,4.2,(9 reviews)
2020 Chevrolet Equinox LS,Used,"$20,295",Gerald Nissan of Naperville,0,(36 reviews)
2010 Lexus LS 460 L,Used,"$18,900",The Autobarn Volkswagen of Countryside,4.3,(191 reviews)
2019 Chevrolet Silverado 1500 LD Work Truck,Used,"$25,998",McGrath Lexus Chicago,2.5,(468 reviews)
2019 Ford Edge Titanium,Used,"$21,989",Toyota of Lincoln Park,4.9,"(1,060 reviews)"
2006 Porsche Cayman S,Used,"$32,957",Windy City Motors,4.9,"(1,060 reviews)"
2007 Chrysler Aspen Limited,Used,"$5,250",CarMax Palmdale,2.8,(385 reviews)
2022 Alfa Romeo Stelvio Ti,Used,"$26,995",Victory Toyota of Midtown,4.4,(87 reviews)
2005 Lexus GX 470,Used,"$12,998",Chicago Auto Warehouse,3.6,(65 reviews)
2024 Audi Q4 e-tron 50 Premium Plus,New,"$64,040",Luxury Auto Selection,3.6,(65 reviews)
2024 Audi Q4 e-tron 50 Premium,New,"$57,605",Toyota On Western,3.9,"(2,006 reviews)"
1998 Lexus GS 300 Base,Used,"$12,990",Chicago Northside Toyota,3.7,(44 reviews)
2008 Porsche Cayman Base,Used,"$57,900",The Autobarn Volvo Cars of Oak Park,3.6,(65 reviews)
2016 Porsche Cayman GTS,Used,"$64,677",The Autobarn Volvo Cars of Oak Park,0,(66 reviews)
2023 Honda Civic Type R Base,Used,"$48,500",Mike Anderson Chevrolet of Chicago,0,(37 reviews)
2015 Lexus RC 350 Base,Used,"$28,988",Car's Unlimited,4.9,"(2,487 reviews)"
2024 Toyota GR86 Premium,New,"$35,851",Loeber Motors Mercedes-Benz,0,(5 reviews)
2019 Chevrolet Cruze LS,Used,"$14,850",Porsche Lincolnwood,0,(0 reviews)
2020 Buick Enclave Essence,Used,"$24,998",Chicago Cars US,0,(7 reviews)
2024 Toyota GR86 Premium,New,"$33,833",Chicago Cars US,0,(1 review)
2009 Ford Escape Hybrid Base,Used,"$5,985",Sherman Dodge Chrysler Jeep RAM,0,(6 reviews)
2018 Volvo V60 Cross Country T5,Used,"$15,985",Moto Zone Inc.,0,(0 reviews)
2003 Toyota Camry Solara SLE V6,Used,"$3,800",Chicago Cars US,0,(2 reviews)
2024 Toyota GR86 Premium,New,"$35,994",Asia Motors Inc.,0,(2 reviews)
2023 Toyota GR86 10th Anniversary Special Edition,Used,"$35,990",Auto Park Imports,0,(2 reviews)
2024 Volvo V90 Cross Country B6 Plus,New,"$57,577",Ed Napleton Honda,3.9,(594 reviews)
2024 Volvo C40 Recharge Pure Electric Ultimate,New,"$55,470",CarMax Winston-Salem,4.9,"(1,023 reviews)"
2018 Audi A4 allroad 2.0T Premium,Used,"$27,399",CarMax El Paso,4.6,"(2,509 reviews)"
2005 BMW 325 Ci,Used,"$9,000",CarMax Clackamas,4.6,"(4,982 reviews)"
2008 Toyota Matrix XR,Used,"$6,495",CarMax Harrisonburg,4.6,"(4,982 reviews)"
2024 Audi RS 6 Avant 4.0T,Used,"$126,897",CarMax Madison,4.8,(468 reviews)
2022 Porsche 718 Boxster S,Porsche Certified,"$79,999",CarMax Amarillo,2.1,(60 reviews)
1975 Mercedes-Benz 240D Base,Used,"$19,985",CarMax Lynchburg,4.8,(752 reviews)
1984 BMW 733 733i,Used,"$17,985",CarMax Dayton,5,(11 reviews)
2020 Kia Optima LX,Used,"$13,986",CarMax Pensacola,4.1,(78 reviews)
2006 BMW 325 325xi AWD 4dr Wagon,Used,"$9,995",Napleton's Oak Lawn Mazda,4.8,"(4,545 reviews)"
1991 BMW 325 i,Used,"$18,985",Countryside Mitsubishi,4.2,(5 reviews)
2015 RAM ProMaster 2500 Window Van High Roof,Used,"$34,795",Countryside Nissan,4.8,"(2,756 reviews)"
2006 BMW 325 i,Used,"$7,950",Advantage Chevrolet,4.9,"(3,878 reviews)"
2021 Jeep Wrangler Unlimited Sport,Used,"$32,000",Advantage Chevrolet,4.4,(79 reviews)
2020 Volkswagen Atlas Cross Sport SE,Used,"$26,998",Glenview Luxury Imports,4.2,(235 reviews)
2019 Honda Passport Sport,Used,"$23,998",S&M Auto Sales,4.4,"(1,391 reviews)"
2022 Jeep Grand Cherokee WK Laredo X,Used,"$28,998",Audi Morton Grove,4.9,"(2,197 reviews)"
2019 BMW 540 I,Used,"$14,998",Premier Auto Works Inc,4.3,(112 reviews)
2018 Mazda CX-5 Touring,Used,"$12,998",Motorcars Express,4.8,"(3,855 reviews)"
2023 Mitsubishi Mirage G4 Black Edition,Used,"$26,998",Bredemann Toyota/Scion,4.6,"(1,260 reviews)"
2015 Toyota Corolla LE,Used,"$17,998",CHICAGO AUTO SPORTS,3.4,(441 reviews)
2014 FIAT 500 GQ Edition,Used,"$38,998",Fields Lexus Glenview,4.8,"(3,855 reviews)"
2021 Cadillac CT4 V,Used,"$15,998",Grand Subaru,4.7,"(3,022 reviews)"
2013 smart ForTwo passion,Used,"$8,543",My Choice Motors of Elmhurst,4.8,"(1,022 reviews)"
2023 Mitsubishi Outlander PHEV SEL,New,"$43,885",McGrath BMW of Elmhurst,4.6,(146 reviews)
2024 Nissan Leaf SV PLUS,New,"$34,477",Ed Napleton Acura Kia,4.6,(146 reviews)
2024 Chevrolet Blazer EV RS,New,"$46,693",INFINITI of Clarendon Hills,3.2,(86 reviews)
2024 Chevrolet Blazer EV RS,New,"$44,469",Your Choice Auto Sales of Posen,4.6,(146 reviews)
2024 Aston Martin DB12 Base,Used,"$245,998",Jidd Motors Mitsubishi,4.8,"(1,022 reviews)"
2023 Honda Civic Type R Base,Used,"$45,988",Mercedes-Benz of Westmont,3.2,(86 reviews)
2021 Audi A4 allroad 45 Premium Plus,Used,"$34,500",Fields BMW of Northfield,4.6,(350 reviews)
2012 INFINITI G25x Base,Used,"$6,999",Jidd Motors Mitsubishi,4,(5 reviews)
2019 BMW i3 120Ah w/Range Extender,Used,"$20,991",Autohaus on Edens,4.6,"(1,913 reviews)"
2024 Toyota RAV4 Prime XSE,Used,"$53,900",Napleton Aston Martin Maserati,4.6,"(1,913 reviews)"
2009 BMW 128 128i Convertible,Used,"$14,800",Ultimo Motors East,4.7,"(3,080 reviews)"
2013 Audi S6 4.0T Prestige,Used,"$23,995",Ultimo Motors East,4.3,"(1,069 reviews)"
2022 Toyota GR86 Base,Used,"$28,743",Ultimo Motors North Shore,3.9,(53 reviews)
2017 INFINITI QX80 Limited AWD 4dr SUV,Used,"$20,999",Ultimo Motors East,0,(18 reviews)
2021 BMW 530e Base,BMW Certified,"$31,992",Napleton Aston Martin Maserati,4,(83 reviews)
2018 BMW 530e xDrive iPerformance,Used,"$23,900",Ultimo Motors North Shore,0,(267 reviews)
2018 Volkswagen Tiguan Limited 2.0T 4MOTION,Used,"$16,495",Napleton Autowerks River Oaks,5,(86 reviews)
2022 Lexus LS 500h,Used,"$72,998",Hinsdale Motorcars,3.7,(5 reviews)
2016 Dodge Journey SE,Used,"$10,999",Napleton River Oaks Hyundai Kia,0,(4 reviews)
2023 BMW 530e Base,Used,"$34,795",Napleton River Oaks Hyundai Kia,4.3,(79 reviews)
2024 Mercedes-Benz EQS 450 4MATIC,New,"$128,765",94 Nissan Of South Holland,0,(4 reviews)
2019 BMW 530e xDrive iPerformance,Used,"$22,990",Lombard Toyota,4.5,(993 reviews)
2023 Mercedes-Benz CLA 250 Base,Used,"$36,885",Chicago Motors Direct,4.8,(327 reviews)
2024 Mercedes-Benz AMG SL 43 SL 43 AMGÂ,New,"$136,785",I-80 Auto Sales,4.9,"(1,689 reviews)"
2024 Aston Martin DB12 Coupe,Used,"$299,800",Auto's of Chicago,4.8,"(3,220 reviews)"
2019 Mercedes-Benz AMG GLC 63 Base 4MATIC,Used,"$53,980",Audi Orland Park,4.8,"(3,220 reviews)"
2021 Audi S6 2.9T Premium Plus,Used,"$49,980",D&M Motorsports,0,(1 review)
2021 Mercedes-Benz AMG GLC 63 Base 4MATIC,Used,"$62,890",London Motors Chicago,2.9,(629 reviews)
2018 Mercedes-Benz AMG GLC 63 Base 4MATIC,Used,"$41,800",Ace Motorworks,2.9,(629 reviews)
2024 Aston Martin DB12 Coupe,New,"$286,100",Auto Showcase of Carol Stream,4.8,(297 reviews)
2021 Porsche 718 Boxster GTS,Used,"$94,998",Ace Motorworks,4.6,"(1,934 reviews)"
2018 Volkswagen Tiguan 2.0T SE 4MOTION,Used,"$16,890",The Audi Exchange,4.6,(727 reviews)
2007 Porsche Boxster S,Used,"$13,850",Diamond Motorworks,4.6,(727 reviews)
2024 Hyundai Venue Limited,New,"$23,500",City Volkswagen of Highland,5,(85 reviews)
2024 Hyundai Venue Limited,New,"$23,500",Thomas Dodge Chrysler Jeep RAM of Highland,4.7,"(5,466 reviews)"
2013 Audi RS 5 4.2,Used,"$32,480",Thomas Dodge Chrysler Jeep RAM of Highland,4.6,(727 reviews)
2021 Hyundai Kona Limited,Used,"$25,995",Auto Select,4.5,"(2,302 reviews)"
2012 Volkswagen Touareg Sport w/Nav,Used,"$11,975",Exotic Motors,0,(2 reviews)
2019 Lincoln Nautilus Reserve,Used,"$21,849",Exotic Motors,3.5,(22 reviews)
2016 Audi S6 4.0T,Used,"$24,549",Hawk Ford of Carol Stream,3.6,(94 reviews)
2024 Audi SQ5 3.0T Premium,New,"$61,110",South Oak Dodge Chrysler Jeep RAM,4.7,(993 reviews)
2014 Chevrolet Corvette Stingray Z51,Used,"$49,995",Chicago Motor Cars,3.6,(94 reviews)
1970 Ford Torino,Used,"$69,995",Chicago Motor Cars,4.8,(668 reviews)
2000 Ferrari 456 M GT,Used,"$149,800",Import Exchange Inc.,4.7,"(1,028 reviews)"
2004 BMW 325 Ci,Used,"$15,995",Audi Hoffman Estates,2.3,(56 reviews)
2014 Audi S6 4.0T Prestige,Used,"$19,800",Chicago Motor Cars,4.7,"(1,028 reviews)"
2023 Audi A4 allroad 45 Premium Plus,Audi Certified,"$45,587",Arnie Bauer Buick GMC of Matteson,4.4,"(2,065 reviews)"
2023 Toyota GR86 Premium,Used,"$34,800",Schererville Auto Sales,4.4,"(2,065 reviews)"
2018 Chrysler 300 Touring,Used,"$15,590",Lake Motor Group LLC,4.4,"(2,065 reviews)"
2019 Jeep Renegade Latitude,Used,"$21,000",Silver Auto Sales Inc.,4.8,"(1,358 reviews)"
2021 Jeep Renegade Limited,Used,"$23,000",Audi Naperville,4.1,"(1,146 reviews)"
2001 Mercury Grand Marquis GS,Used,"$4,495",Silver Auto Sales Inc.,4.8,"(1,358 reviews)"
2015 Lexus RC 350 Base,Used,"$23,900",Woody Buick GMC Naperville,0,(4 reviews)
2018 BMW 530e xDrive iPerformance,Used,"$23,900",Mercedes-Benz of Naperville,4.8,"(1,358 reviews)"
2023 BMW 530e 530e xDrive,Used,"$33,855",Luxury Car Outlet,5,(25 reviews)
2022 BMW M340 i xDrive,Used,"$42,900",Mercedes-Benz of Naperville,4.8,"(1,479 reviews)"
2024 RAM 3500 Tradesman Crew Cab 4x4 8' Box,New,"$65,918",Knauz Auto Park,3.3,(744 reviews)
2024 McLaren 750S Spider,Used,"$439,800",Knauz Auto Park,3.7,(44 reviews)
2020 McLaren 720S Base,Used,"$269,800",Knauz Auto Park,5,(10 reviews)
2018 Ford Escape Titanium,Used,"$18,398",Mercedes-Benz of Chicago,5,(537 reviews)
2020 Audi S6 2.9T Premium Plus,Audi Certified,"$45,980",Fletcher Jones Audi,5,(537 reviews)
2006 Dodge Viper SRT10,Used,"$89,800",Mercedes-Benz of Chicago,5,(537 reviews)
2023 GMC Sierra 3500 AT4,Used,"$74,310",CarMax Boynton Beach,0,(6 reviews)
2006 Lexus GX 470 Base,Used,"$10,495",Mercedes-Benz of Chicago,0,(6 reviews)
2013 Audi S6 4.0T Prestige,Used,"$11,995",TAB Auto Brokers,0,(5 reviews)
2018 GMC Terrain SLE,Used,"$13,492",The Autobarn Mazda of Evanston,0,(4 reviews)
2022 Audi RS 5 2.9T,Used,"$60,991",Toyota of Lincolnwood,0,(2 reviews)
2001 BMW 325 Ci,Used,"$6,290",Moto Zone Inc.,0,(3 reviews)
2019 Jeep Wrangler Unlimited Moab 4x4,Used,"$38,000",G Motors,0,(2 reviews)
2025 Mercedes-Benz GLA 250 Base 4MATIC,New,"$51,860",iCars Chicago,0,(1 review)
2016 Audi S6 4.0T quattro Premium Plus,Used,"$23,995",iCars Chicago,4.6,"(3,601 reviews)"
2025 Mercedes-Benz GLA 250 Base 4MATIC,New,"$55,385",iCars Chicago,4.6,"(4,982 reviews)"
2022 BMW 530e Base,BMW Certified,"$43,995",CarMax Charlottesville,0,(7 reviews)
2022 BMW 530e Base,BMW Certified,"$40,995",CarMax Rochester,4.8,(468 reviews)
2023 Mercedes-Benz EQS 450+ 4MATIC,Used,"$65,561",CarMax Newport News,0,(10 reviews)
2023 Mercedes-Benz AMG SL 43 4MATIC+,Used,"$87,444",CarMax Bakersfield,4.8,(752 reviews)
2023 BMW M240 i xDrive,Used,"$49,994",CarMax Pharr,2.1,(60 reviews)
2024 Mercedes-Benz EQB 300 4MATIC,New,"$65,120",CarMax Santa Fe,4.6,(195 reviews)
2019 Audi A5 Premium Plus,Used,"$23,998",CarMax Jackson (TN),4.1,(78 reviews)
2024 Mercedes-Benz EQB 300 4MATIC,New,"$64,650",CarMax Palm Desert,4.8,(485 reviews)
2013 BMW 128 2dr Conv 128i SULEV,Used,"$17,595",Old Orchard Nissan,4.6,"(1,215 reviews)"
2023 Mazda MX-30 EV Premium Plus,Used,"$20,995",Advantage Chevrolet,4.4,(842 reviews)
2014 BMW i3 Base,Used,"$8,188",CarMax Baton Rouge,4.2,(235 reviews)
2010 Mazda Mazda5 Sport 4dr Mini Van 5A,Used,"$8,495",Glenview Luxury Imports,4.9,(51 reviews)
2015 Audi S8 4.0T,Used,"$35,990",Platinum Motorsports,5,(9 reviews)
2010 Jaguar XK Base,Used,"$21,588",Audi Morton Grove,3.8,(204 reviews)
2008 Jaguar XK Base,Used,"$19,888",S&M Auto Sales,4.2,(273 reviews)
2014 Audi RS 5 4.2,Used,"$33,488",Napleton Lincoln Blue Island,4.2,(273 reviews)
2019 BMW X3 sDrive30i,Used,"$27,998",Motorcars Express,4.2,(273 reviews)
2018 Ford Explorer Sport,Used,"$26,998",Wilkins Mazda,4.2,(273 reviews)
2019 Porsche 718 Cayman,Used,"$50,998",Wilkins Hyundai,4.2,(273 reviews)
2016 Mercedes-Benz E-Class Sport,Used,"$21,998",McGrath Elmhurst Toyota,4.2,(273 reviews)
2014 Mazda Mazda6 I Sport,Used,"$22,998",McGrath BMW of Elmhurst,4.2,(273 reviews)
2018 Toyota Corolla iM,Used,"$19,998",Nexton Motors LLC,4.2,(273 reviews)
2022 Jeep Grand Cherokee WK Laredo E,Used,"$14,998",carneed,4.2,(273 reviews)
2019 Toyota Corolla Hatchback SE,Used,"$21,998",Lucky Motors Megastore of Villa Park,4.2,(273 reviews)
2021 BMW X3 PHEV xDrive30e,Used,"$30,972",MINI of Glencoe North Shore,4.2,(273 reviews)
2013 Mazda Mazda5 Sport,Used,"$8,353",MINI of Glencoe North Shore,4.2,(273 reviews)
2023 Nissan Rogue SV,Used,"$24,998",MINI of Glencoe North Shore,4.2,(273 reviews)
2020 Porsche 718 Boxster Base,Used,"$51,352",MINI of Glencoe North Shore,4.2,(273 reviews)
2020 Lexus RC 350 F Sport,Used,"$40,991",MINI of Glencoe North Shore,4.2,(273 reviews)
2022 Audi RS 5 2.9T,Used,"$64,999",MINI of Glencoe North Shore,4.2,(273 reviews)
2018 Jeep Wrangler JK Sahara,Used,"$19,988",MINI of Glencoe North Shore,4.2,(273 reviews)
2024 Lincoln Navigator Reserve,New,"$99,610",MINI of Glencoe North Shore,4.2,(273 reviews)
2021 MINI Clubman Cooper S ALL4,Used,"$29,791",MINI of Glencoe North Shore,4.4,(419 reviews)
2023 Jeep Wrangler Sport,Used,"$34,300",MINI of Glencoe North Shore,4.2,(273 reviews)
2022 Jeep Cherokee Trailhawk,Used,"$27,000",MINI of Glencoe North Shore,4.3,(112 reviews)
2018 Nissan Armada Platinum,Used,"$25,688",MINI of Glencoe North Shore,4.4,(419 reviews)
2023 BMW 530e Base,BMW Certified,"$49,492",MINI of Glencoe North Shore,4.2,(273 reviews)
2007 Toyota FJ Cruiser Base (Retail Orders Only) (A5),Used,"$13,495",MINI of Glencoe North Shore,4.2,(273 reviews)
2002 Lexus SC 430 Base,Used,"$20,995",MINI of Glencoe North Shore,4.7,"(3,022 reviews)"
2011 Jaguar XK Base,Used,"$19,480",MINI of Glencoe North Shore,4.7,"(3,022 reviews)"
2025 MINI Hardtop Cooper S,New,"$37,295",MINI of Glencoe North Shore,2.9,(97 reviews)
2025 MINI Hardtop Cooper S,New,"$38,295",MINI of Glencoe North Shore,4.8,"(1,022 reviews)"
2025 MINI Hardtop Cooper S,New,"$38,295",Chicago Auto Place,3.2,(86 reviews)
2025 MINI Hardtop Cooper S,New,"$37,195",MINI of Glencoe North Shore,3.2,(86 reviews)
2025 MINI Hardtop Cooper S,New,"$38,295",Your Choice Auto Sales of Posen,4,(5 reviews)
2025 MINI Hardtop Cooper S,New,"$35,895",Chicago Auto Place,4.9,(103 reviews)
2025 MINI Hardtop Cooper S,New,"$36,970",MINI of Glencoe North Shore,4.6,(350 reviews)
2025 MINI Hardtop Cooper S,New,"$37,295",MINI of Glencoe North Shore,4.7,"(1,189 reviews)"
2025 MINI Hardtop Cooper S,New,"$35,595",Autohaus on Edens,4.9,(767 reviews)
2025 MINI Hardtop Cooper S,New,"$38,295",Autohaus on Edens,1.3,(39 reviews)
2025 MINI Hardtop Cooper S,New,"$36,895",Auto Gallery Chicago,0,(18 reviews)
2025 MINI Hardtop Cooper S,New,"$38,605",Napleton Aston Martin Maserati,4,(83 reviews)
2025 MINI Hardtop Cooper S,New,"$32,345",Ultimo Motors North Shore,4.4,"(8,973 reviews)"
2025 MINI Hardtop Cooper S,New,"$35,895",Ultimo Motors North Shore,4.5,"(3,906 reviews)"
2025 MINI Hardtop Cooper,New,"$35,595",Hinsdale Motorcars,4.6,"(1,324 reviews)"
2025 MINI Hardtop Cooper S,New,"$38,295",Chicago Motor Credit,4.5,(392 reviews)
2025 MINI Hardtop Cooper S,New,"$38,295",Napleton Autowerks River Oaks,4.2,(333 reviews)
2025 MINI Hardtop Cooper S,New,"$37,295",Heritage Cadillac,4.7,(172 reviews)
2019 Mercedes-Benz AMG GLC 63 S 4MATIC+ Coupe,Used,"$49,888",Castle Chevrolet North,4.8,"(1,262 reviews)"
2025 MINI Hardtop Cooper S,New,"$38,295",Rt. 34 Motorsports,4.5,(993 reviews)
2007 Jeep Grand Cherokee Limited,Used,"$4,999",I-80 Auto Sales,5,(12 reviews)
2011 Jaguar XK Base,Used,"$22,888",Auto's of Chicago,0,(16 reviews)
2025 MINI Hardtop Cooper S,New,"$35,845",Family Hyundai,0,(16 reviews)
2025 MINI Hardtop Cooper S,New,"$36,970",Rizza Cadillac Buick GMC,4.5,(16 reviews)
2024 Mercedes-Benz AMG EQS Base,New,"$152,800",Napleton's River Oaks Chrysler Jeep Dodge RAM,4.9,"(1,689 reviews)"
2024 Mercedes-Benz AMG EQS Base,New,"$152,100",Mercedes-Benz of Orland Park,4.5,(692 reviews)
2010 Jaguar XK Base,Used,"$22,990",Joe Rizza Ford,4,(441 reviews)
2023 BMW M240 i xDrive,Used,"$53,800",The Porsche Exchange,4.9,"(2,319 reviews)"
2023 BMW M240 i xDrive,Used,"$49,801",Volvo Cars Lisle,4.5,(692 reviews)
2021 Audi RS 5 2.9T,Used,"$69,991",The Audi Exchange,4,(441 reviews)
2019 GMC Terrain SLT,Used,"$10,850",Prestige Motors,4.9,"(2,319 reviews)"
2002 Lexus SC 430 Base,Used,"$18,950",CarMax Tinley Park,4.9,"(1,689 reviews)"
2022 Mercedes-Benz GLC 300 Base 4MATIC,Used,"$36,704",CarMax Tinley Park,4.9,"(2,319 reviews)"
2025 Cadillac CT4-V V-Series,New,"$54,430",Gravity Autos Chicago,4.1,"(1,607 reviews)"
2024 Chevrolet Equinox EV RS,New,"$38,295",City Volkswagen of Highland,4.4,"(3,359 reviews)"
2007 Toyota FJ Cruiser Base,Used,"$23,888",Bosak Honda,4.8,"(3,220 reviews)"
2012 Toyota FJ Cruiser Base,Used,"$17,499",Webb Ford,4.4,(393 reviews)
2012 Aston Martin DB9 Volante,Used,"$70,455",Woodfield Lexus,4.6,(727 reviews)
2017 Jeep Renegade Latitude,Used,"$12,120",Bosak Honda,4.7,"(5,466 reviews)"
2024 Cadillac CT4-V Blackwing,New,"$92,040",Webb Ford,4.6,(727 reviews)
2012 MINI Cooper S Base,Used,"$8,000",Woodfield Lexus,4.8,(560 reviews)
2017 BMW 750 i xDrive,Used,"$21,991",City Volkswagen of Highland,4.7,(731 reviews)
2017 Ford Taurus SHO,Ford Certified,"$25,990",Woodfield Lexus,4.7,(731 reviews)
2019 Porsche 718 Boxster S,Porsche Certified,"$69,497",Garber Chevrolet Highland,4.7,(731 reviews)
2024 Volvo V90 Cross Country B6,New,"$62,535",Napleton's Arlington Heights Chrysler Dodge Jeep RAM,4.7,(268 reviews)
2024 Audi RS 6 Avant 4.0T,New,"$158,820",Thomas Dodge Chrysler Jeep RAM of Highland,4.2,"(1,648 reviews)"
2023 BMW M340 i xDrive,Used,"$60,990",Napleton's Schaumburg Subaru,4.2,(449 reviews)
2017 Jeep Cherokee Latitude,Used,"$14,599",Chicago Motor Cars,0,(47 reviews)
2021 Jeep Cherokee Limited,Used,"$25,998",Audi Hoffman Estates,4.2,(9 reviews)
2018 Lexus LC 500 Base,Used,"$66,899",Chicago Motor Cars,0,(1 review)
2024 Volkswagen Jetta GLI 2.0T Autobahn,New,"$33,901",BMW of Schererville,4.5,(778 reviews)
2017 Ford Escape Titanium,Used,"$11,748",Conway Imports,4.7,(485 reviews)
2024 Ford F-250 XL,New,"$51,545",Conway Imports,0,(1 review)
2017 Toyota Sequoia Platinum,Used,"$34,995",Conway Imports,0,(5 reviews)
